country,year,choc_kg_per_capita,interpersonal_violence_deaths,drowing_deaths,drug_deaths,alzheimer_and_dementias_deaths,aids_vih_deaths,neoplasms_deaths,road_injuries_deaths,digestive_diseases_deaths,chronic_resp_diseases_deaths
Cameroon,1997,0.211015090,449,472,27,655,14635,6103,3481,4859,2850
Cameroon,1998,0.211085130,527,485,29,673,18125,6386,3666,5059,2890
Cameroon,1999,0.200535070,499,496,30,688,21798,6645,3830,5215,2927
Cameroon,2000,0.189975920,522,507,31,710,25498,6965,4001,5362,3016
Cameroon,2001,0.200506600,538,508,33,719,28995,7221,4131,5428,3072
Cameroon,2002,0.158181190,567,577,34,744,32158,7586,4442,5569,3179
Cameroon,2003,0.126373920,581,592,36,762,34664,7908,4617,5650,3245
Cameroon,2004,0.178754090,592,592,38,789,35636,8229,4744,5714,3316
Cameroon,2005,0.157491910,614,598,40,820,35732,8586,4895,5815,3406
Cameroon,2006,0.157272650,647,603,42,861,36529,8953,5033,5906,3493
Cameroon,2007,0.198808150,596,594,44,874,36586,9201,5126,5914,3519
Cameroon,2008,0.344374600,630,595,46,918,35660,9551,5212,5961,3599
Cameroon,2009,0.301779420,672,617,49,959,34992,9969,5380,6050,3684
Cameroon,2010,0.000000000,713,650,52,1005,34777,10446,5603,6165,3773
Cameroon,2019,0.361313070,916,609,79,1505,23172,14258,6401,7137,4166
Canada,1994,1.840622900,560,372,650,6948,1285,58360,3801,7890,10835
Canada,1990,1.700048800,627,404,441,6456,801,53929,4282,7296,9319
Canada,1991,1.769572700,642,394,495,6549,942,55028,4139,7413,9654
Canada,1992,2.400115000,611,377,548,6649,1107,56088,4014,7529,9995
Canada,1993,2.080568000,562,379,611,6785,1215,57495,3939,7747,10493
Canada,1995,2.130405200,486,371,671,7167,1610,59509,3708,8023,11225
Canada,1996,1.969477000,497,358,701,7423,1238,60279,3600,8116,11526
Canada,1997,1.809045800,419,348,741,7685,663,61052,3537,8245,11866
Canada,1998,2.089735300,439,344,810,7970,513,62095,3450,8419,12217
Canada,1999,1.720917900,423,338,860,8266,431,62822,3397,8492,12398
Canada,2000,1.670744800,426,323,902,8587,563,63646,3287,8591,12447
Canada,2001,1.549211600,439,318,942,8938,479,64211,3218,8770,12584
Canada,2002,1.198528900,445,316,990,9294,464,65032,3196,9041,12813
Canada,2003,1.258905900,433,306,1026,9590,473,66785,3144,9227,12979
Canada,2004,1.840134400,480,299,1069,9893,456,68084,3079,9345,13055
Canada,2005,0.550633130,553,301,1135,10257,499,69538,3060,9567,13245
Canada,2006,1.603892100,546,298,1186,10633,471,70821,2969,9695,13288
Canada,2007,0.873270630,538,293,1254,10999,448,72965,2898,9985,13620
Canada,2008,2.069392400,604,291,1312,11370,415,74584,2776,10155,13880
Canada,2009,2.260654700,557,286,1372,11709,364,75628,2657,10246,14017
Canada,2010,0.000000000,613,285,1428,12160,330,76141,2555,10392,14272
Cape Verde,2001,0.309719500,65,40,1,71,151,392,38,132,82
Cape Verde,1992,0.183554700,46,16,0,50,50,268,25,113,128
Cape Verde,1993,0.183809640,48,17,0,53,63,277,27,116,125
Cape Verde,1994,0.213611380,51,18,0,56,77,285,29,119,118
Cape Verde,1995,0.203673360,53,20,0,59,90,296,31,122,108
Cape Verde,1996,0.233149170,56,23,0,62,104,318,33,126,99
Cape Verde,1997,0.262061700,59,27,0,65,116,349,35,131,93
Cape Verde,1998,0.251599760,60,32,0,67,127,364,36,131,86
Cape Verde,1999,0.299223800,61,38,0,69,137,376,37,132,83
Cape Verde,2000,0.299001870,62,41,0,70,145,383,36,131,82
Cape Verde,2002,0.184283990,67,40,1,72,155,400,38,132,82
Cape Verde,1991,0.144875820,44,15,0,48,38,263,24,110,132
Cape Verde,2003,0.213999320,70,39,1,73,159,408,39,132,83
Cape Verde,2004,0.224048540,72,38,1,74,159,417,39,132,83
Cape Verde,1990,0.144827370,42,15,0,45,28,257,24,107,133
Cape Verde,2005,0.204102340,74,37,1,75,148,426,39,133,83
Cape Verde,2006,0.318824620,74,37,1,76,130,407,38,128,78
Cape Verde,2007,0.354795130,74,36,1,77,118,408,38,128,77
Cape Verde,2008,0.285102930,79,35,1,79,109,419,38,129,77
Cape Verde,2009,0.301604000,83,34,1,80,108,431,39,131,78
Cape Verde,2010,0.000000000,89,35,1,82,107,443,40,133,79
Central African Republic,2009,0.009345950,297,347,10,128,9460,2229,2839,1873,1379
Central African Republic,1990,0.010369415,196,254,5,89,2027,1656,1438,1407,1074
Central African Republic,1991,0.010282744,205,259,6,90,3433,1702,1497,1444,1095
Central African Republic,1992,0.010198102,207,260,6,90,5030,1706,1513,1451,1096
Central African Republic,1993,0.000000000,217,265,6,91,6693,1753,1585,1482,1122
Central African Republic,1994,0.000000000,220,270,6,91,8276,1789,1636,1507,1142
Central African Republic,1995,0.000000000,220,272,7,92,9662,1816,1676,1524,1158
Central African Republic,1996,0.000000000,229,281,7,94,10815,1873,1798,1574,1192
Central African Republic,1997,0.000000000,230,284,7,96,11712,1887,1868,1590,1203
Central African Republic,1998,0.000000000,240,291,8,99,12346,1922,2004,1629,1222
Central African Republic,2010,0.000000000,317,355,11,132,9369,2310,2973,1937,1415
Central African Republic,1999,0.019532928,246,297,8,101,12746,1957,2165,1667,1241
Central African Republic,2000,0.029032974,244,295,8,103,12950,1958,2234,1675,1242
Central African Republic,2001,0.000000000,249,299,8,106,12991,1980,2310,1694,1252
Central African Republic,2002,0.009583646,258,302,8,109,12945,2017,2408,1723,1271
Central African Republic,2003,0.000000000,263,305,9,111,12836,2044,2474,1743,1286
Central African Republic,2004,0.018925209,268,307,9,114,12618,2072,2527,1760,1301
Central African Republic,2005,0.018822266,273,311,9,116,12237,2098,2582,1780,1316
Central African Republic,2006,0.009389076,282,331,9,119,11722,2139,2704,1813,1340
Central African Republic,2007,0.009386180,289,339,10,122,11057,2166,2754,1830,1351
Central African Republic,2008,0.018736413,286,340,10,125,10093,2180,2764,1838,1357
Chad,2005,0.000000000,689,514,7,503,6799,3986,1837,3742,2140
Chad,1990,0.000000000,332,399,5,386,725,2622,1117,2632,1886
Chad,1991,0.000000000,333,404,5,396,1045,2645,1115,2649,1867
Chad,1992,0.000000000,354,412,5,407,1440,2726,1163,2737,1879
Chad,1993,0.000000000,385,419,5,417,1906,2812,1223,2836,1899
Chad,1994,0.000000000,396,438,5,426,2425,2864,1250,2898,1896
Chad,1995,0.000000000,414,442,6,436,2979,2924,1291,2972,1892
Chad,1996,0.000000000,453,459,6,448,3548,3051,1384,3120,1924
Chad,1997,0.000000000,489,477,6,456,4117,3147,1457,3233,1936
Chad,1998,0.000000000,521,487,6,462,4665,3229,1525,3325,1940
Chad,1999,0.000000000,550,502,7,467,5174,3319,1594,3417,1953
Chad,2000,0.000000000,646,510,7,473,5642,3394,1647,3470,1975
Chad,2001,0.000000000,599,514,7,477,6034,3505,1696,3531,2013
Chad,2002,0.000000000,619,518,7,484,6404,3628,1737,3586,2061
Chad,2003,0.000000000,654,523,7,489,6685,3770,1802,3668,2110
Chad,2004,0.000000000,667,515,7,496,6819,3888,1817,3708,2134
Chad,2006,0.000000000,922,525,8,513,6455,4116,1899,3815,2175
Chad,2007,0.000000000,870,562,8,520,6037,4284,1992,3926,2225
Chad,2008,0.000000000,764,557,8,532,5313,4437,2040,4014,2274
Chad,2009,0.009891148,789,567,9,543,4586,4596,2082,4098,2324
Chad,2010,0.000000000,826,578,9,554,4461,4766,2149,4212,2369
Chile,1990,0.455556960,1156,496,11,1328,105,16587,2104,5984,2781
Chile,1991,0.635000300,1107,489,10,1389,103,16573,2075,5695,2757
Chile,1992,0.527065900,1013,499,9,1461,144,16715,2111,5498,2760
Chile,1993,0.598268900,932,530,10,1545,200,17216,2205,5581,2818
Chile,1994,0.749700250,883,555,10,1630,287,17675,2282,5764,2823
Chile,1995,0.741190900,878,586,11,1725,326,18347,2361,6021,2901
Chile,1996,0.842673100,853,601,12,1820,390,18836,2425,6143,2997
Chile,1997,0.863641740,831,600,14,1911,446,18970,2416,6068,3089
Chile,1998,0.934666800,849,592,15,2009,436,19363,2376,6062,3322
Chile,1999,0.814781200,826,586,16,2103,525,19831,2349,6071,3556
Chile,2000,0.875791600,775,580,19,2179,518,20025,2381,6073,3671
Chile,2001,0.765631300,794,591,23,2278,578,20607,2411,6288,3942
Chile,2002,0.937478600,780,576,29,2380,474,20958,2352,6343,4068
Chile,2003,0.948113500,778,569,32,2500,452,21575,2372,6498,4292
Chile,2004,0.979085600,792,546,36,2614,428,22062,2390,6541,4507
Chile,2005,1.111063400,878,512,38,2702,416,22312,2367,6455,4572
Chile,2006,1.202416000,860,486,42,2797,438,22611,2358,6458,4626
Chile,2007,1.242934000,663,469,47,2908,416,23081,2404,6560,4767
Chile,2008,1.343533300,769,460,48,3009,412,23382,2395,6595,4753
Chile,2009,1.191114100,746,460,52,3161,458,24500,2438,6884,4999
Chile,2010,0.120415196,797,427,53,3314,451,25411,2399,7080,5264
Chile,2011,0.130457450,801,404,54,3443,510,25919,2354,7123,5336
Chile,2012,0.140470090,765,383,57,3585,483,26528,2323,7251,5422
Chile,2013,0.160567210,756,372,58,3735,547,27203,2347,7441,5481
Chile,2014,0.180731640,839,366,61,3886,539,27672,2324,7541,5550
Chile,2015,0.201106640,821,362,64,4061,556,28354,2314,7708,5685
Chile,2016,0.171176210,776,356,66,4225,522,28698,2314,7746,5743
Chile,2017,0.191049040,792,357,67,4417,512,29819,2319,8021,5996
Chile,2018,0.190279870,795,357,69,4609,503,30748,2314,8230,6195
Chile,2019,0.189127360,793,356,71,4804,492,31648,2299,8426,6389
China,1993,0.020288470,37525,142119,34848,100822,4830,1559122,227370,320315,1364268
China,1990,0.010101628,40143,153773,27091,93316,2698,1458904,230499,322746,1301224
China,1991,0.020211542,39187,150399,30798,95470,3420,1494929,226876,325511,1324798
China,1992,0.020254460,38179,144949,33275,98135,4112,1523458,226374,323758,1347922
China,1994,0.020308714,38146,138993,37165,103621,5434,1588344,233459,315647,1366039
China,1995,0.030477446,37763,136083,38667,106958,6292,1622611,240786,311593,1360352
China,1996,0.030478664,36192,130813,38868,111481,6758,1660499,244790,306420,1357793
